accountant_id,subservice_name,service_name,combo
6983,Partnership / sole trader accounts,Annual Accounts,6983 - Annual Accounts
6983,Share valuations,Financing Support,6983 - Financing Support
6983,Tax and NI investigations,Tax Services,6983 - Tax Services
6983,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,6983 - Tax Services
6983,Trusteeship / Trust Administration,Other,6983 - Other
6984,Business plans,Business Consulting & Support,6984 - Business Consulting & Support
6984,Business risk assessment,Business Consulting & Support,6984 - Business Consulting & Support
6984,Business start-up and company formation,Formation / M&A,6984 - Formation / M&A
6984,Company secretarial service,Bookkeeping & Admin,6984 - Bookkeeping & Admin
6984,Corporate finance,Financing Support,6984 - Financing Support
6984,Cost systems and control,Bookkeeping & Admin,6984 - Bookkeeping & Admin
6984,Divorce matrimonial,Insolvency and Arbitration,6984 - Insolvency and Arbitration
6984,Establishing a business overseas,Formation / M&A,6984 - Formation / M&A
6984,Estate planning and executorship,Other,6984 - Other
6984,Expert witness,Other,6984 - Other
6984,Export finance planning and tax,Tax Services,6984 - Tax Services
6984,Information Technology,Bookkeeping & Admin,6984 - Bookkeeping & Admin
6984,Internal audit and systems security,Audit Services,6984 - Audit Services
6984,Limited company accounts,Annual Accounts,6984 - Annual Accounts
6984,Management accounting consultancy,Business Consulting & Support,6984 - Business Consulting & Support
6984,Management advice to business,Business Consulting & Support,6984 - Business Consulting & Support
6984,Management consultancy,Business Consulting & Support,6984 - Business Consulting & Support
6984,Partnership / sole trader accounts,Annual Accounts,6984 - Annual Accounts
6984,Share valuations,Financing Support,6984 - Financing Support
6984,Small scale equity issues,Financing Support,6984 - Financing Support
6984,Tax and NI investigations,Tax Services,6984 - Tax Services
6984,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,6984 - Tax Services
6984,Trusteeship / Trust Administration,Other,6984 - Other
6988,Business start-up and company formation,Formation / M&A,6988 - Formation / M&A
6988,Limited company accounts,Annual Accounts,6988 - Annual Accounts
6988,Management advice to business,Business Consulting & Support,6988 - Business Consulting & Support
6988,Partnership / sole trader accounts,Annual Accounts,6988 - Annual Accounts
6988,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,6988 - Tax Services
6990,Business plans,Business Consulting & Support,6990 - Business Consulting & Support
6990,Business process improvements,Business Consulting & Support,6990 - Business Consulting & Support
6990,Business start-up and company formation,Formation / M&A,6990 - Formation / M&A
6990,Company secretarial service,Bookkeeping & Admin,6990 - Bookkeeping & Admin
6990,Data processing services,Bookkeeping & Admin,6990 - Bookkeeping & Admin
6990,Information Technology,Bookkeeping & Admin,6990 - Bookkeeping & Admin
6990,Management accounting consultancy,Business Consulting & Support,6990 - Business Consulting & Support
6990,Management advice to business,Business Consulting & Support,6990 - Business Consulting & Support
6990,Management consultancy,Business Consulting & Support,6990 - Business Consulting & Support
6990,Partnership / sole trader accounts,Annual Accounts,6990 - Annual Accounts
6990,Tax and NI investigations,Tax Services,6990 - Tax Services
6990,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,6990 - Tax Services
6990,Treasury,Other,6990 - Other
6992,Business plans,Business Consulting & Support,6992 - Business Consulting & Support
6992,Business start-up and company formation,Formation / M&A,6992 - Formation / M&A
6992,Company secretarial service,Bookkeeping & Admin,6992 - Bookkeeping & Admin
6992,Information Technology,Bookkeeping & Admin,6992 - Bookkeeping & Admin
6992,Limited company accounts,Annual Accounts,6992 - Annual Accounts
6992,Management accounting consultancy,Business Consulting & Support,6992 - Business Consulting & Support
6992,Management advice to business,Business Consulting & Support,6992 - Business Consulting & Support
6992,Partnership / sole trader accounts,Annual Accounts,6992 - Annual Accounts
6992,Tax and NI investigations,Tax Services,6992 - Tax Services
6992,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,6992 - Tax Services
6993,Business start-up and company formation,Formation / M&A,6993 - Formation / M&A
6993,Company secretarial service,Bookkeeping & Admin,6993 - Bookkeeping & Admin
6993,Limited company accounts,Annual Accounts,6993 - Annual Accounts
6993,Partnership / sole trader accounts,Annual Accounts,6993 - Annual Accounts
6993,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,6993 - Tax Services
6996,Business plans,Business Consulting & Support,6996 - Business Consulting & Support
6996,Business start-up and company formation,Formation / M&A,6996 - Formation / M&A
6996,Company secretarial service,Bookkeeping & Admin,6996 - Bookkeeping & Admin
6996,Corporate finance,Financing Support,6996 - Financing Support
6996,Internal audit and systems security,Audit Services,6996 - Audit Services
6996,Limited company accounts,Annual Accounts,6996 - Annual Accounts
6996,Management accounting consultancy,Business Consulting & Support,6996 - Business Consulting & Support
6996,Management advice to business,Business Consulting & Support,6996 - Business Consulting & Support
6996,Partnership / sole trader accounts,Annual Accounts,6996 - Annual Accounts
6996,Tax and NI investigations,Tax Services,6996 - Tax Services
6996,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,6996 - Tax Services
6996,Trusteeship / Trust Administration,Other,6996 - Other
7005,Business start-up and company formation,Formation / M&A,7005 - Formation / M&A
7005,Limited company accounts,Annual Accounts,7005 - Annual Accounts
7005,Partnership / sole trader accounts,Annual Accounts,7005 - Annual Accounts
7006,Business plans,Business Consulting & Support,7006 - Business Consulting & Support
7006,Business start-up and company formation,Formation / M&A,7006 - Formation / M&A
7006,Information Technology,Bookkeeping & Admin,7006 - Bookkeeping & Admin
7006,Limited company accounts,Annual Accounts,7006 - Annual Accounts
7006,Partnership / sole trader accounts,Annual Accounts,7006 - Annual Accounts
7006,Tax and NI investigations,Tax Services,7006 - Tax Services
7006,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,7006 - Tax Services
7007,Business process improvements,Business Consulting & Support,7007 - Business Consulting & Support
7007,Business risk assessment,Business Consulting & Support,7007 - Business Consulting & Support
7007,Cost systems and control,Bookkeeping & Admin,7007 - Bookkeeping & Admin
7007,Data processing services,Bookkeeping & Admin,7007 - Bookkeeping & Admin
7007,Information Technology,Bookkeeping & Admin,7007 - Bookkeeping & Admin
7007,Limited company accounts,Annual Accounts,7007 - Annual Accounts
7007,Management accounting consultancy,Business Consulting & Support,7007 - Business Consulting & Support
7007,Management advice to business,Business Consulting & Support,7007 - Business Consulting & Support
7007,Management consultancy,Business Consulting & Support,7007 - Business Consulting & Support
7007,Partnership / sole trader accounts,Annual Accounts,7007 - Annual Accounts
7007,Tax and NI investigations,Tax Services,7007 - Tax Services
7007,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,7007 - Tax Services
7011,Bank loans and overdrafts (inc SFLGS),Financing Support,7011 - Financing Support
7011,Business plans (external and internal),Business Consulting & Support,7011 - Business Consulting & Support
7011,Business start-up and company formation,Formation / M&A,7011 - Formation / M&A
7011,Small scale equity issues,Financing Support,7011 - Financing Support
7011,Start-up Finance(inc using own funds),Financing Support,7011 - Financing Support
7012,Business plans,Business Consulting & Support,7012 - Business Consulting & Support
7012,Business start-up and company formation,Formation / M&A,7012 - Formation / M&A
7012,Company secretarial service,Bookkeeping & Admin,7012 - Bookkeeping & Admin
7012,Information Technology,Bookkeeping & Admin,7012 - Bookkeeping & Admin
7012,Limited company accounts,Annual Accounts,7012 - Annual Accounts
7012,Management accounting consultancy,Business Consulting & Support,7012 - Business Consulting & Support
7012,Partnership / sole trader accounts,Annual Accounts,7012 - Annual Accounts
7012,Tax and NI investigations,Tax Services,7012 - Tax Services
7012,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,7012 - Tax Services
7014,Business plans,Business Consulting & Support,7014 - Business Consulting & Support
7014,Business process improvements,Business Consulting & Support,7014 - Business Consulting & Support
7014,Business risk assessment,Business Consulting & Support,7014 - Business Consulting & Support
7014,Business start-up and company formation,Formation / M&A,7014 - Formation / M&A
7014,Company secretarial service,Bookkeeping & Admin,7014 - Bookkeeping & Admin
7014,Corporate finance,Financing Support,7014 - Financing Support
7014,Corporate recovery,Insolvency and Arbitration,7014 - Insolvency and Arbitration
7014,Cost systems and control,Bookkeeping & Admin,7014 - Bookkeeping & Admin
7014,Data processing services,Bookkeeping & Admin,7014 - Bookkeeping & Admin
7014,Debt counselling,Financing Support,7014 - Financing Support
7014,Estate planning and executorship,Other,7014 - Other
7014,Expert witness,Other,7014 - Other
7014,Feasibility studies,Other,7014 - Other
7014,"Grants and Finance (EU,government)",Financing Support,7014 - Financing Support
7014,Information Technology,Bookkeeping & Admin,7014 - Bookkeeping & Admin
7014,Internal audit and systems security,Audit Services,7014 - Audit Services
7014,Limited company accounts,Annual Accounts,7014 - Annual Accounts
7014,Management accounting consultancy,Business Consulting & Support,7014 - Business Consulting & Support
7014,Management advice to business,Business Consulting & Support,7014 - Business Consulting & Support
7014,Management consultancy,Business Consulting & Support,7014 - Business Consulting & Support
7014,Partnership / sole trader accounts,Annual Accounts,7014 - Annual Accounts
7014,Share valuations,Financing Support,7014 - Financing Support
7014,Tax and NI investigations,Tax Services,7014 - Tax Services
7014,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,7014 - Tax Services
7014,Trusteeship / Trust Administration,Other,7014 - Other
7017,Business plans,Business Consulting & Support,7017 - Business Consulting & Support
7017,Business start-up and company formation,Formation / M&A,7017 - Formation / M&A
7017,Company secretarial service,Bookkeeping & Admin,7017 - Bookkeeping & Admin
7017,Cost systems and control,Bookkeeping & Admin,7017 - Bookkeeping & Admin
7017,Limited company accounts,Annual Accounts,7017 - Annual Accounts
7017,Management accounting consultancy,Business Consulting & Support,7017 - Business Consulting & Support
7017,Partnership / sole trader accounts,Annual Accounts,7017 - Annual Accounts
7017,Tax and NI investigations,Tax Services,7017 - Tax Services
7017,"Tax(CGT, Corporate, IHT, Personal and VAT)",Tax Services,7017 - Tax Services
